City,Country,Lat,Lon,Date,Max Temp,Humidity,Cloudiness,Wind Speed
petropavl,KZ,54.87,69.13,1571116565,46.44,71.0,86.0,17.7
alofi,NU,-19.06,-169.92,1571116565,77.0,73.0,72.0,6.93
chifeng,CN,42.27,118.96,1571116566,55.45,13.0,0.0,8.34
tres picos,MX,16.23,-93.58,1571116566,68.47,91.0,98.0,6.08
comodoro rivadavia,AR,-45.87,-67.48,1571116566,44.6,65.0,0.0,5.82
sechelt,CA,49.47,-123.76,1571116566,52.0,93.0,90.0,2.24
poum,MK,41.28,20.71,1571116566,44.6,87.0,20.0,5.82
tha muang,TH,13.98,99.64,1571116567,84.78,70.0,52.0,15.38
antalaha,MG,-14.9,50.28,1571116567,76.71,81.0,100.0,9.48
almaznyy,RU,48.03,40.04,1571116567,60.1,49.0,77.0,4.45
vitim,RU,59.44,112.57,1571116567,35.56,99.0,100.0,6.68
nsanje,MZ,-16.92,35.26,1571116568,74.59,65.0,61.0,6.1
ahuimanu,US,21.44,-157.84,1571116568,82.4,69.0,20.0,9.17
mlonggo,ID,-6.53,110.7,1571116568,89.6,52.0,20.0,10.29
tagusao,PH,9.19,117.81,1571116568,82.31,75.0,100.0,7.36
honningsvag,NO,70.98,25.97,1571116568,33.8,80.0,52.0,3.36
channel-port aux basques,CA,47.57,-59.14,1571116569,47.86,90.0,100.0,18.39
sotuta,MX,20.6,-89.01,1571116569,74.37,90.0,58.0,4.16
zwedru,LR,6.07,-8.13,1571116569,71.65,99.0,98.0,1.92
sumbe,AO,-11.2,13.84,1571116570,74.1,87.0,64.0,1.44
novobiryusinskiy,RU,56.96,97.71,1571116570,52.03,50.0,100.0,6.64
bereda,ES,43.27,-7.54,1571116570,54.0,93.0,20.0,11.41
narsaq,GL,60.91,-46.05,1571116570,30.2,50.0,0.0,1.12
waddan,LY,29.16,16.14,1571116571,69.19,64.0,70.0,1.81
roald,NO,62.58,6.12,1571116571,46.4,75.0,75.0,6.93
lafia,NG,8.5,8.51,1571116571,74.17,94.0,100.0,2.82
agadir,MA,30.42,-9.58,1571116571,55.4,93.0,41.0,4.7
ixtapa,MX,20.71,-105.21,1571116572,82.0,88.0,75.0,3.36
noyabrsk,RU,63.2,75.45,1571116572,43.18,87.0,95.0,15.64
aljustrel,PT,37.88,-8.16,1571116572,55.99,87.0,1.0,1.12
bubaque,GW,11.28,-15.83,1571116572,82.27,78.0,100.0,11.68
havoysund,NO,71,24.66,1571116572,35.6,80.0,71.0,3.36
umm lajj,SA,25.02,37.27,1571116573,93.31,23.0,21.0,6.43
kavaratti,IN,10.57,72.64,1571116573,83.5,69.0,98.0,1.3
ternate,PH,14.29,120.72,1571116573,91.4,55.0,40.0,10.29
dongsheng,CN,29.72,112.52,1571116573,66.85,52.0,90.0,14.04
pangkalanbuun,ID,-2.68,111.62,1571116574,88.39,56.0,38.0,6.19
mitsamiouli,KM,-11.38,43.28,1571116574,82.4,69.0,20.0,4.7
najran,SA,17.54,44.22,1571116574,73.4,33.0,40.0,18.97
kununurra,AU,-15.77,128.74,1571116574,100.4,14.0,1.0,11.41
quilmana,PE,-12.95,-76.38,1571116615,60.21,89.0,3.0,4.02
tucuman,PE,-17.17,-70.89,1571116615,49.32,59.0,8.0,2.49
sao jose da coroa grande,BR,-8.9,-35.15,1571116616,77.11,78.0,33.0,16.69
namtsy,RU,62.72,129.66,1571116616,26.73,86.0,99.0,9.91
normandin,CA,48.84,-72.53,1571116616,37.4,93.0,20.0,10.29
sokoto,NG,13.06,5.24,1571116617,78.58,65.0,97.0,8.71
kuantan,MY,3.82,103.33,1571116617,89.6,62.0,75.0,3.36
tuim,RU,54.34,89.93,1571116617,64.24,28.0,71.0,6.49
jacareacanga,BR,-6.22,-57.76,1571116618,72.25,97.0,94.0,4.32
deputatskiy,RU,69.3,139.9,1571116618,10.47,91.0,97.0,4.75
vanavara,RU,60.35,102.28,1571116618,40.37,86.0,100.0,6.96
rundu,NA,-17.91,19.77,1571116618,75.2,41.0,0.0,6.93
angoche,MZ,-16.23,39.91,1571116618,77.99,68.0,90.0,7.86
changping,CN,40.22,116.23,1571116618,75.99,18.0,15.0,6.71
manavalakurichi,IN,8.13,77.3,1571116619,82.4,78.0,75.0,6.93
kindu,CD,-2.95,25.92,1571116619,74.73,85.0,100.0,2.27
gat,SN,14.69,-16.54,1571116619,77.0,94.0,99.0,4.7
nechi,CO,5.59,-75.16,1571116619,55.99,98.0,100.0,3.39
torres,BR,-29.34,-49.73,1571116620,61.16,75.0,100.0,18.53
tiksi,RU,71.64,128.87,1571116620,16.63,84.0,94.0,9.38
ambilobe,MG,-13.19,49.05,1571116620,87.4,48.0,100.0,4.74
turukhansk,RU,65.8,87.96,1571116620,41.47,96.0,100.0,8.82
mayo,CA,63.59,-135.9,1571116620,21.2,73.0,90.0,9.17
eureka,US,40.8,-124.16,1571116621,48.99,100.0,90.0,1.9
dubbo,AU,-32.25,148.6,1571116621,91.4,13.0,0.0,13.87
spencer,US,42.24,-71.99,1571116621,54.0,76.0,1.0,12.75
matara,BI,-3.48,29.48,1571116622,66.2,88.0,75.0,5.5
mokhsogollokh,RU,61.4,128.95,1571116622,29.39,80.0,100.0,9.3
hailar,CN,49.2,119.7,1571116622,48.45,32.0,86.0,12.18
gayny,RU,60.3,54.33,1571116622,37.72,86.0,69.0,6.36
troitskoye,RU,52.98,84.68,1571116622,61.05,35.0,100.0,14.52
gerash,IR,27.67,54.14,1571116623,77.0,53.0,0.0,2.12
bandarbeyla,SO,9.49,50.81,1571116623,81.01,72.0,47.0,6.38
lufilufi,WS,-13.87,-171.6,1571116624,87.01,70.0,75.0,10.0
wuchi,CN,29.38,103.02,1571116624,49.53,95.0,97.0,2.8
chipinge,ZW,-20.19,32.62,1571116624,72.95,40.0,0.0,3.36
labuhan,ID,-2.54,115.51,1571116625,93.67,44.0,56.0,0.87
bairnsdale,AU,-37.83,147.63,1571116625,63.0,79.0,53.0,3.0
basoko,CD,1.23,23.61,1571116625,74.66,87.0,100.0,0.65
marsa matruh,EG,31.35,27.25,1571116625,73.4,78.0,40.0,4.7
kalabo,ZM,-15,22.67,1571116626,80.35,37.0,75.0,11.16
mahebourg,MU,-20.41,57.7,1571116626,78.01,69.0,40.0,8.05
kerema,PG,-7.96,145.78,1571116626,80.17,77.0,83.0,6.71
santa rosa,AR,-36.62,-64.29,1571116626,42.91,93.0,99.0,9.51
burns lake,CA,54.23,-125.76,1571116626,33.85,97.0,100.0,3.77
kings mountain,US,35.25,-81.34,1571116627,57.0,81.0,1.0,1.42
mandera,ET,3.94,41.86,1571116627,87.01,60.0,80.0,10.93
san patricio,PY,-26.98,-56.83,1571116627,61.54,93.0,100.0,9.14
geraldton,CA,49.72,-86.95,1571116627,41.0,96.0,75.0,5.82
igarka,RU,67.47,86.57,1571116627,35.56,97.0,100.0,8.25
novyy urengoy,RU,66.08,76.63,1571116628,41.9,90.0,98.0,7.62
fort dodge,US,42.5,-94.17,1571116628,48.2,70.0,1.0,8.05
sistranda,NO,63.73,8.83,1571116628,39.99,86.0,78.0,13.87
berlevag,NO,70.86,29.09,1571116669,28.4,92.0,98.0,9.17
acari,BR,-6.44,-36.64,1571116669,68.79,87.0,13.0,21.68
mirnyy,RU,56.57,36.46,1571116669,46.78,85.0,83.0,9.22
micheweni,TZ,-4.97,39.83,1571116669,78.87,79.0,41.0,10.47
samarai,PG,-10.62,150.67,1571116669,77.13,73.0,10.0,8.4
araouane,ML,18.9,-3.53,1571116670,87.82,23.0,16.0,11.94
warrnambool,AU,-38.38,142.48,1571116670,61.0,72.0,62.0,10.5
sobolevo,RU,54.43,31.9,1571116670,48.63,90.0,5.0,7.35
nhulunbuy,AU,-12.18,136.78,1571116670,87.8,55.0,20.0,13.87
moranbah,AU,-22,148.04,1571116670,96.82,17.0,0.0,10.76
dingle,PH,11,122.67,1571116671,83.3,75.0,100.0,10.6
oleksandrivka,UA,48.97,32.24,1571116671,56.93,74.0,3.0,5.57
quatre cocos,MU,-20.21,57.76,1571116671,78.01,69.0,40.0,8.05
mikkeli,FI,61.69,27.27,1571116672,28.0,100.0,9.0,1.12
svetlaya,RU,46.54,138.33,1571116672,49.82,39.0,17.0,14.98
jiazi,CN,19.61,110.49,1571116672,84.2,66.0,40.0,20.13
richmond hill,CA,43.88,-79.44,1571116672,50.0,57.0,90.0,12.75
taoudenni,ML,22.68,-3.98,1571116672,85.17,25.0,2.0,8.45
manaquiri,BR,-3.43,-60.46,1571116673,77.0,94.0,75.0,9.17
kongsberg,NO,59.67,9.65,1571116673,46.4,100.0,75.0,1.12
newton,US,42.34,-71.21,1571116673,55.99,81.0,20.0,4.7
nalut,LY,31.86,10.98,1571116673,70.86,61.0,0.0,7.76
churapcha,RU,62,132.43,1571116674,26.69,91.0,100.0,7.21
meulaboh,ID,4.14,96.13,1571116674,81.09,76.0,49.0,7.29
hukuntsi,BW,-23.98,21.76,1571116674,77.83,25.0,38.0,8.97
fort saint james,CA,54.43,-124.25,1571116674,36.01,86.0,100.0,7.22
maragogi,BR,-9.01,-35.22,1571116675,77.11,78.0,33.0,16.69
campbell river,CA,50.02,-125.24,1571116675,50.0,93.0,90.0,3.15
tsagan aman,RU,47.57,46.72,1571116675,66.02,50.0,22.0,10.09
mount gambier,AU,-37.83,140.78,1571116675,62.6,67.0,90.0,14.99
lyambir,RU,54.28,45.12,1571116676,56.8,83.0,100.0,17.61
oistins,BB,13.07,-59.53,1571116676,82.4,74.0,20.0,16.11
yenagoa,NG,4.92,6.26,1571116676,75.52,94.0,100.0,1.1
springbok,ZA,-29.67,17.88,1571116676,59.85,29.0,0.0,13.95
juan lacaze,UY,-34.43,-57.44,1571116676,42.01,94.0,50.0,1.01
havre-saint-pierre,CA,50.23,-63.6,1571116677,48.2,93.0,90.0,10.29
tenenkou,ML,14.46,-4.91,1571116677,86.5,40.0,65.0,9.0
jiwani,PK,25.05,61.74,1571116677,85.5,48.0,0.0,9.11
langarud,IR,37.2,50.15,1571116677,69.8,82.0,0.0,3.45
uyemskiy,RU,64.47,40.85,1571116678,35.11,82.0,100.0,4.36
oranjemund,ZA,-28.55,16.43,1571116678,62.85,48.0,16.0,4.9
mangrol,IN,25.33,76.51,1571116678,86.0,48.0,0.0,1.12
erdenet,MN,49.03,104.04,1571116679,45.12,30.0,0.0,5.27
kudahuvadhoo,MV,2.67,72.89,1571116679,83.71,68.0,98.0,4.89
santa maria,BR,-16.02,-48.01,1571116679,68.0,52.0,68.0,1.12
caravelas,BR,-17.73,-39.27,1571116679,68.65,96.0,5.0,5.58
kamaishi,JP,39.28,141.86,1571116679,60.8,44.0,40.0,5.82
evanston,US,42.04,-87.69,1571116680,46.0,75.0,1.0,8.54
tutoia,BR,-2.76,-42.27,1571116680,73.51,88.0,1.0,5.45
huai yot,TH,7.79,99.63,1571116680,87.8,70.0,40.0,4.7
griffith,AU,-34.29,146.06,1571116680,82.99,23.0,6.0,16.11
yining,CN,29.04,114.56,1571116680,72.25,50.0,4.0,7.68
nelson bay,AU,-32.72,152.14,1571116681,78.8,50.0,0.0,19.46
vilhena,BR,-12.74,-60.15,1571116681,69.21,97.0,99.0,3.47
puerto narino,CO,-3.77,-70.38,1571116681,71.6,100.0,75.0,1.76
jardim,BR,-21.48,-56.15,1571116721,70.23,89.0,75.0,0.46
dehloran,IR,32.69,47.27,1571116722,90.93,15.0,13.0,5.9
valparaiso,US,41.47,-87.06,1571116722,43.0,80.0,1.0,4.7
srednekolymsk,RU,67.46,153.71,1571116722,28.44,96.0,100.0,15.89
mocuba,MZ,-16.84,36.99,1571116722,79.59,55.0,8.0,4.38
makakilo city,US,21.35,-158.09,1571116722,82.4,58.0,1.0,13.87
zhigansk,RU,66.77,123.37,1571116723,20.25,79.0,53.0,4.21
la trinidad,NI,12.97,-86.24,1571116723,65.75,97.0,100.0,0.45
khorramabad,IR,33.48,48.35,1571116723,69.8,32.0,0.0,6.93
irtyshskiy,RU,58.33,68.13,1571116723,44.98,85.0,99.0,9.94
butia,BR,-21.88,-47.57,1571116723,67.48,76.0,1.0,16.68
mana,NG,13.03,5.27,1571116724,77.63,65.0,98.0,8.15
tura,RU,64.27,100.22,1571116724,34.77,99.0,100.0,5.85
vestmanna,FO,62.16,-7.17,1571116724,46.4,93.0,66.0,16.11
seoul,KR,37.57,126.98,1571116724,69.8,45.0,40.0,1.12
puerto el triunfo,SV,13.27,-88.55,1571116725,73.4,100.0,75.0,9.17
tuensang,IN,26.24,94.81,1571116725,71.82,73.0,21.0,1.51
cape canaveral,US,28.41,-80.6,1571116725,78.01,88.0,20.0,3.36
hervey bay,AU,-25.3,152.85,1571116725,78.01,61.0,75.0,19.46
gainesville,US,29.65,-82.33,1571116725,73.4,88.0,1.0,5.56
ust-tsilma,RU,65.44,52.15,1571116726,33.91,88.0,96.0,6.87
los llanos de aridane,ES,28.66,-17.92,1571116726,68.0,64.0,75.0,10.29
elizabeth city,US,36.3,-76.22,1571116726,64.4,100.0,90.0,5.78
arinos,BR,-15.92,-46.11,1571116727,68.47,34.0,69.0,3.2
sotnikovo,RU,51.88,107.48,1571116727,50.0,25.0,68.0,8.95
bure,NG,10.52,10.33,1571116727,75.11,87.0,99.0,5.45
wairoa,NZ,-39.04,177.43,1571116727,60.01,91.0,50.0,8.01
norwich,GB,52.63,1.29,1571116727,54.0,87.0,100.0,8.05
san pedro de macoris,DO,18.46,-69.3,1571116728,79.0,94.0,20.0,4.7
kampot,KH,10.62,104.18,1571116728,91.4,66.0,40.0,8.05
auki,NG,12.18,6.51,1571116728,72.18,82.0,84.0,8.53
rio tinto,BR,-6.8,-35.08,1571116728,71.6,100.0,75.0,6.93
springdale,US,36.19,-94.13,1571116729,62.01,87.0,1.0,5.82
mareeba,AU,-16.99,145.42,1571116729,91.0,57.0,27.0,6.93
alekseyevka,RU,53.25,50.49,1571116729,56.23,81.0,100.0,20.82
